Record_number,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max
2194,Other,,umol CO2/m2/s,5,25,,,5,,,,,,Mixed,2,,3.06,,,,,,,,
2197,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,24,,0.76,10,1.324,0.052,0,,,Mixed,2.23,,1.7,1.7,,,,,,,
2198,"Linear, R=a+b(T-c)",Positive,umol CO2/m2/s,0,50,,0.71,10,0.411,0.038,0,,,Mixed,0.79,1.92,1.63,1.48,1.69,,,,,,
2199,"Linear, R=a+b(T-c)",Positive,umol CO2/m2/s,5,50,,0.57,10,0.033,0.017,0,,,Mixed,0.2,,2.44,1.84,,,,,,,
2200,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.84,10,4.68,5.71,15,,,,1.96,5.71,5.71,,,,,,,,
2201,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.71,10,3.15,2.39,15,,,,2.04,2.39,2.39,,,,,,,,
2202,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.74,10,4.01,2.8,15,,,,2.4,2.8,2.8,,,,,,,,
2203,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.72,10,4.27,4.11,15,,,,2.11,4.11,4.11,,,,,,,,
2204,Other,Positive,mg CO2/m2/hr,,,,0.89,,45.621,0.027,0.641,,,,,,,1.3,,,,,,,
2205,Other,Positive,mg CO2/m2/hr,,,,0.94,,17.254,0.042,0.712,,,,,,,1.53,,,,,,,
2206,Other,Positive,mg CO2/m2/hr,,,,0.94,,2.634,0.053,0.932,,,,,,,1.7,,,,,,,
2207,Other,Positive,mg CO2/m2/hr,,,,0.86,,43.703,0.028,0.625,,,,,,,1.32,,,,,,,
2208,Other,Positive,mg CO2/m2/hr,,,,0.96,,18.716,0.04,0.705,,,,,,,1.49,,,,,,,
2209,Other,Positive,mg CO2/m2/hr,,,,0.93,,2.843,0.056,0.967,,,,,,,1.75,,,,,,,
2210,Other,Positive,mg CO2/m2/hr,,,,0.86,,79.04,0.013,0.528,,,,,,,1.14,,,,,,,
2211,Other,Positive,mg CO2/m2/hr,,,,0.88,,25.535,0.03,0.669,,,,,,,1.35,,,,,,,
2212,Other,Positive,mg CO2/m2/hr,,,,0.94,,1.717,0.044,1.917,,,,,,,1.56,,,,,,,
2213,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,20,,0.85,5,0.365,0.145,0,,,Mixed,1.56,4.3,4.3,4.3,4.3,,,,,,
2234,"Exponential, R=a exp(b(T-c))",Positive,ug CO2/m2/s,-1,25,,0.88,5,17.9,0.091,0,,,None,,,,,,,,,,,
2236,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,,,,,10,0,30.013,0,,,None,1.89,,3,,,,,,,,
2239,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,,,,,10,0,20.161,0,,,None,1.27,,3,,,,,,,,
2241,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.649,0.1,0,,,Positive,1.77,,2.72,2.72,,,,,,,
2242,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.841,0.077,0,,,Positive,1.81,,2.15,2.15,,,,,,,
2243,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,1.484,0.105,0,,,Positive,4.24,,2.85,2.85,,,,,,,
2244,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.649,0.1,0,,,Positive,1.77,,2.72,2.72,,,,,,,
2245,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.841,0.077,0,,,Positive,1.81,,2.15,2.15,,,,,,,
2246,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,1.484,0.105,0,,,Positive,4.24,,2.85,2.85,,,,,,,
2247,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.649,0.1,0,,,Positive,1.77,,2.72,2.72,,,,,,,
2248,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.841,0.077,0,,,Positive,1.81,,2.15,2.15,,,,,,,
2249,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,1.484,0.105,0,,,Positive,4.24,,2.85,2.85,,,,,,,
2250,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.649,0.1,0,,,Positive,1.77,,2.72,2.72,,,,,,,
2251,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.841,0.077,0,,,Positive,1.81,,2.15,2.15,,,,,,,
2252,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,1.484,0.105,0,,,Positive,4.24,,2.85,2.85,,,,,,,
2253,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.649,0.1,0,,,Positive,1.77,,2.72,2.72,,,,,,,
2254,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.841,0.077,0,,,Positive,1.81,,2.15,2.15,,,,,,,
2255,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,1.484,0.105,0,,,Positive,4.24,,2.85,2.85,,,,,,,
2256,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.649,0.1,0,,,Positive,1.77,,2.72,2.72,,,,,,,
2257,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,0.841,0.077,0,,,Positive,1.81,,2.15,2.15,,,,,,,
2258,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,18,,,10,1.484,0.105,0,,,Positive,4.24,,2.85,2.85,,,,,,,
2265,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,1,21,,0.91,,83.814,33.488,0,,,,2.64,5,2.33,1.8,3,,,,,,
2266,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,1,21,,0.76,,115.51,25.254,0,,,,2.32,3.19,2.04,1.69,2.32,,,,,,
2267,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,1,21,,0.91,,83.814,33.488,0,,,,2.64,5,2.33,1.8,3,,,,,,
2268,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,1,21,,0.76,,115.51,25.254,0,,,,2.32,3.19,2.04,1.69,2.32,,,,,,
2269,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,0,23,,0.7,,256.23,25.333,0,,,,3.22,1.99,1.66,1.5,1.73,,,,,,
2270,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,0,23,,0.61,,283.99,13.115,0,,,,2.62,1.46,1.38,1.32,1.39,,,,,,
2271,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,0,23,,0.7,,256.23,25.333,0,,,,3.22,1.99,1.66,1.5,1.73,,,,,,
2272,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,0,23,,0.61,,283.99,13.115,0,,,,2.62,1.46,1.38,1.32,1.39,,,,,,
2277,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2278,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2279,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2280,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2281,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2282,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2283,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2284,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2285,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2286,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2287,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2288,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2289,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2290,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2291,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2292,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2293,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2294,"Exponential, R=a exp(b(T-c))",,g CO2/m2/hr,,,,,5,,,,,,,,,,,,,,,,,
2295,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/hr,0,17,,0.7,2,0.35,3.19,10,,,None,2.21,3.19,3.19,3.19,3.19,,,,,,
2296,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/hr,0,17,,0.66,2,0.29,3.31,10,,,,1.83,3.31,3.31,3.31,3.31,,,,,,
2297,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/hr,0,17,,0.77,2,0.29,4.26,10,,,Positive,1.83,4.26,4.26,4.26,4.26,,,,,,
2298,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.39,-200,29.86,0.09,0,,,Positive,1.7,2.5,2.5,2.5,2.5,,,,,,
2299,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.39,-200,29.86,0.09,0,,,Positive,1.7,2.5,2.5,2.5,2.5,,,,,,
2307,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.97,,0.765,0.106,0,,,None,2.21,2.89,2.89,2.89,2.89,,,,,,
2308,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.97,,0.588,0.136,0,,,None,2.29,3.9,3.9,3.9,3.9,,,,,,
2309,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.96,,0.877,0.107,0,,,None,2.56,2.92,2.92,2.92,2.92,,,,,,
2310,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.98,,0.978,0.122,0,,,None,3.31,3.39,3.39,3.39,3.39,,,,,,
2311,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,0.97,,0.995,0.109,0,,,None,2.96,2.97,2.97,2.97,2.97,,,,,,
2312,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,None,,,,,,,,,,,
2313,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,6.36,27.18,0.23,,,,1.71,7.57,5.16,2.93,4.7,,,,,,
2314,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,5.4,23.77,0.28,,,,2.21,10.13,5.06,2.25,4.77,,,,,,
2315,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,4.48,19.26,0.23,,,,1.53,6.91,4.41,2.46,4.12,,,,,,
2316,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,3.54,14.61,0.28,,,,1.87,8.27,3.78,1.79,3.85,,,,,,
2317,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,3.17,15.54,0.36,,,,2.23,11.61,3.33,1.41,4.04,,,,,,
2318,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,3.01,11.43,0.27,,,,1.7,7.03,3.3,1.68,3.44,,,,,,
2319,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,2.88,5.17,0.25,,,,2.02,4.33,2.21,1.38,2.44,,,,,,
2320,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,7.68,36.48,0.35,,,,3.65,17.83,6.16,2.03,6.02,,,,,,
2321,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,5.85,6.09,0.23,,,,3.63,4.4,2.45,1.52,2.58,,,,,,
2322,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,8.37,18.88,0.24,,,,3.09,7.33,4.41,2.35,4.15,,,,,,
2323,"Logistic, R=a/(1+b exp(-cT))",,umol CO2/m2/s,,,,,10,7.99,7.93,0.3,,,,5.73,6.4,2.55,1.37,2.96,,,,,,
2324,"Exponential (other), ln(R)=a+exp(b(T-c))",,g C/m2/day,8,23,,0.53,20,-0.236,0.082,0,,,,,,,,,,,,,,
2325,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,13,23,,0.65,5,93.301,0.086,0,,,Positive,,,,,,2.36,13,23,,,
2326,Other,,umol CO2/m2/s,3,24,,0.52,,,,,,,Mixed,1.5,,1.58,1.6,,,,,,,
2327,Other,,umol CO2/m2/s,3,24,,0.52,,,,,,,Mixed,1.5,,1.58,1.6,,,,,,,
2328,Other,,umol CO2/m2/s,3,24,,0.52,,,,,,,Mixed,1.5,,1.58,1.6,,,,,,,
2329,Other,,umol CO2/m2/s,5,30,,,5,,,,,,Mixed,,,,,,,,,,,
2345,Other,,,,,,,,,,,,,,,,,,,,,,,,
2346,Other,,,,,,,,,,,,,,,,,,,,,,,,
2347,Other,,,,,,,,,,,,,,,,,,,,,,,,
2348,Other,,,,,,,,,,,,,,,,,,,,,,,,
2349,Other,,,,,,,,,,,,,,,,,,,,,,,,
2350,Other,,,,,,,,,,,,,,,,,,,,,,,,
2351,Other,,,,,,,,,,,,,,,,,,,,,,,,
2352,Other,,,,,,,,,,,,,,,,,,,,,,,,
2353,Other,,,,,,,,,,,,,,,,,,,,,,,,
2354,Other,,,,,,,,,,,,,,,,,,,,,,,,
2355,Other,Positive,g CO2/m2/day,2,15,,,5,,,,,,Negative,1.97,7.5,,,,,,,,,
2356,Other,Positive,g CO2/m2/day,2,15,,,5,,,,,,Negative,1.32,5,2.6,,,,,,,,
2364,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,33,,0.73,5,0.44,0.08,0,,,,0.98,,2.23,2.23,,,,,,,
2365,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,33,,0.61,5,0.55,0.07,0,,,,1.11,,2.01,2.01,,,,,,,
2366,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,33,,0.65,5,0.45,0.07,0,,,,0.91,,2.01,2.01,,,,,,,
2367,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,33,,0.61,5,0.48,0.07,0,,,,0.97,,2.01,2.01,,,,,,,
2368,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,7,29,,0.77,5,0.67,0.08,0,,,,1.49,,2.23,2.23,,,,,,,
2369,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,32,,0.69,5,0.45,0.09,0,,,,1.11,2.46,2.46,2.46,2.46,,,,,,
2370,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,32,,0.57,5,0.77,0.07,0,,,,1.55,2.01,2.01,2.01,2.01,,,,,,
2371,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,32,,0.76,5,0.49,0.09,0,,,,1.21,,2.46,2.46,,,,,,,
2372,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,32,,0.58,5,0.63,0.08,0,,,,1.4,,2.23,2.23,,,,,,,
2382,Other,Positive,mg CO2/m2/hr,,,,,,,,,,,Positive,,,,,,,,,,,
2395,Other,Positive,g CO2/m2/day,-15,27,,0.57,-200,,,,,,Positive,,1.62,1.62,1.62,1.62,,,,,,
2396,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,5,25,50,0.8,,,,,,,,0.95,,,2.733333333,,,,,,,
2397,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,5,25,50,0.8,,,,,,,,0.95,,,2.733333333,,,,,,,
2398,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,5,25,50,0.8,,,,,,,,0.95,,,2.733333333,,,,,,,
2399,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,5,25,50,0.74,,,,,,,,0.95,,,2.33,,,,,,,
2400,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,5,25,50,0.74,,,,,,,,0.95,,,2.33,,,,,,,
2401,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/hr,5,25,50,0.74,,,,,,,,0.95,,,2.33,,,,,,,
2417,"Exponential (log1), log(R)=a+b(T-c)",Positive,g CO2/m2/day,8,22,,0.73,,0.324,0.041,0,,,Positive,1.43,,2.57,2.57,,,,,,,
2431,"Exponential (ln1), ln(R)=a+b(T-c)",Positive,g CO2/m2/hr,2,18,,0.82,3,-2.07,0.08,0,,,,1.84,2.32,2.32,2.32,2.32,,,,,,
2432,Other,Positive,g CO2/m2/hr,5,20,,0.85,,,,,,,Mixed,3.16,,2.8,,,,,,,,
2433,Other,Positive,g CO2/m2/day,,,,,,3.47,0.1,0,,,,,,,,,,,,,,
2434,Other,Positive,g CO2/m2/day,,,,,,,,,,,,,,,,,,,,,,
2435,Other,Positive,g CO2/m2/day,,,,,,,,,,,,,,,,,,,,,,
2436,Other,None,mg CO2/m2/hr,,,,0.91,-200,,,,,,Positive,,,,,,,,,,,
2438,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-3,20,,0.68,5,1.85,0.1,0,,,,5.03,2.72,2.72,2.72,2.72,,,,,,
2439,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-3,20,,0.81,5,1.31,0.13,0,,,,4.81,3.67,3.67,3.67,3.67,,,,,,
2440,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,18,,0.7,5,2.09,0.1,0,,,,5.68,2.72,2.72,2.72,2.72,,,,,,
2444,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,52,0.58,5,30.37,0.09,0,,,Positive,0.46,,,1.79,,,,,,,
2445,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,108,0.72,5,77.78,0.07,0,,,Positive,1.03,,,2,,,,,,,
2446,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,106,0.55,5,112.14,0.06,0,,,Positive,1.32,,,2.38,,,,,,,
2462,"Power, R=c T^2",Positive,g CO2/m2/day,-1,26,,0.94,0,0,0,0.0444,,,,1.17,,9,4,,,,,,,
2468,Other,Positive,,,,,,30,,,,,,,,,,,,,,,,,
2469,Other,Positive,,,,,,30,,,,,,,,,,,,,,,,,
2470,Other,Positive,,,,,,30,,,,,,,,,,,,,,,,,
2472,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,22,,,0,147,0.072,0,,,Mixed,1.91,2.05,2.05,2.05,2.05,,,,,,
2473,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,22,,,0,120,0.097,0,,,Mixed,2,2.64,2.64,2.64,2.64,,,,,,
2474,"Linear, R=a+b(T-c)",Mixed,mg CO2/m2/hr,10,38,,0.29,,-174.92,21.66,0,,,Positive,,,,,,,,,,,
2521,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,0.39,,29.94,0.09,0,,,Positive,0.46,2.46,2.46,2.46,2.46,,,,,,
2522,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,0.54,,14.75,0.1,0,,,Positive,0.25,2.72,2.72,2.72,2.72,,,,,,
2526,Other,Positive,,15,25,,0.75,30,,,,,,,,,,,,,,,,,
2527,Other,Positive,,15,25,,0.75,30,,,,,,,,,,,,,,,,,
2528,Other,Positive,,15,25,,0.75,30,,,,,,,,,,,,,,,,,
2529,"Exponential (log1), log(R)=a+b(T-c)",Positive,mmol CO2/m2/hr,4,40,,0.76,,0.311,0.034,0,,,Negative,1.24,,2.2,2.2,,2.2,4,40,,,
2587,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,3,33,,0.87,,0.405,0.107,0,,,Negative,0.31,2.9,2.9,2.9,2.9,,,,,,
2588,Other,Positive,ug C/m2/s,10,25,,0.36,3,137,0.016,1,,,,,,,1.17,,,,,,,
2589,Other,Positive,ug C/m2/s,10,22,,0.69,3,569,0.002,1,,,,,,,1.02,,,,,,,
2590,Other,Positive,ug C/m2/s,7,23,,0.5,3,661,0.004,1,,,,,,,1.04,,,,,,,
2591,Other,Positive,ug C/m2/s,10,22,,0.24,3,275,0.084,1,,,,,,,2.32,,,,,,,
2592,Other,Positive,ug C/m2/s,18,28,,0.69,3,719,0.13,1,,,,,,,3.67,,,,,,,
2606,"Linear, R=a+b(T-c)",Negative,mg CO2/m2/hr,,,,,-200,264.52,-4.62,0,,,Positive,,,,,,,,,,,
2616,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,27,,0.7,6,0.132,0.123,0,,,,0.45,3.4,3.4,3.4,3.4,,,,,,
2629,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,9,23,,0.82,5,0.67,0.089,0,,,Positive,1.63,,,2.44,,,,,,,
2639,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,5,25,,0.77,5,0.188,0.06,0,,,,2.16,,1.82,1.82,,,,,,,
2647,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.83,,1.443,0.034,0,,,Positive,2.02,,1.4,1.4,,,,,,,
2648,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.92,,2.185,0.031,0,,,Positive,2.97,,1.36,1.36,,,,,,,
2649,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.98,,1.605,0.056,0,,,Positive,2.81,,1.75,1.75,,,,,,,
2650,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.14,,2.127,0.018,0,,,Positive,2.54,,1.19,1.19,,,,,,,
2651,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.63,,1.893,0.042,0,,,Positive,2.87,,1.52,1.52,,,,,,,
2652,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,25,,0.87,,0.659,0.109,0,,,Positive,1.96,,2.97,2.97,,,,,,,
2653,"Linear, R=a+b(T-c)",Mixed,g CO2/m2/hr,,,,,3,,,,,,Mixed,,,,,,,,,,,
2654,"Linear, R=a+b(T-c)",Mixed,g CO2/m2/hr,,,,,3,,,,,,Mixed,,,,,,,,,,,
2655,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,0,20,,0.84,1,0.54,0.133,0,,,Mixed,1.97,3.78,3.78,3.78,3.78,,,,,,
2689,"Exponential, R=a exp(b(T-c))",Positive,,-1,0,,0.6,0,0.287,1.341,0,,,,,,,,,666636.37,-1,0,,,
2690,"Exponential, R=a exp(b(T-c))",Positive,,-3,0,,0.47,0,0.25,0.466,0,,,,,,,,,105.64,-3,0,,,
2734,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,18,,0.47,5,95.59,0.0677,0,,,Mixed,0.79,2,2,2,2,,,,,,
2735,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,18,,0.47,5,95.59,0.0677,0,,,Mixed,0.79,2,2,2,2,,,,,,
2738,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,15,33,,0.81,5,0.195,0.088,0,,,Positive,,,,2.42,,,,,,,
2739,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,32,,0.86,5,0.423,0.087,0,,,Positive,1.01,,,2.39,,,,,,,
2740,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,12,28,,0.9,5,0.772,0.082,0,,,Positive,1.75,,,2.28,,,,,,,
2741,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,21,,0.83,5,0.69,0.052,0,,,Negative,1.16,,,1.69,,,,,,,
2742,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,24,,0.76,5,0.35,0.109,0,,,Negative,1.04,,,2.97,,,,,,,
2746,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.77,2,20.84,0.154,0,,,,2.24,4.65,4.65,,,,,,,,
2747,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.66,2,21.96,0.126,0,,,,1.8,3.53,3.53,,,,,,,,
2748,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.56,2,17.11,0.136,0,,,,1.55,3.9,3.9,,,,,,,,
2749,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.79,2,13.85,0.144,0,,,,1.36,4.23,4.23,,,,,,,,
2750,Other,Positive,umol CO2/m2/s,0,16,84,0.8,10,,,,,,None,1.65,,,,,,,,,,
2751,Other,Positive,umol CO2/m2/s,0,16,84,0.8,10,,,,,,None,1.82,,,,,,,,,,
2752,Other,Positive,umol CO2/m2/s,0,16,84,0.8,10,,,,,,Positive,2.23,,,,,,,,,,
2753,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,7,26,,0.53,12,2.57,0.04,0,,,None,1.01,,1.49,1.49,,,,,,,
2754,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,7,26,,0.53,12,2.57,0.04,0,,,None,1.01,,1.49,1.49,,,,,,,
2755,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,7,26,,0.53,12,2.57,0.04,0,,,None,1.01,,1.49,1.49,,,,,,,
2756,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,7,26,,0.53,12,2.57,0.04,0,,,None,1.01,,1.49,1.49,,,,,,,
2757,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,7,26,,0.53,12,2.57,0.04,0,,,None,1.01,,1.49,1.49,,,,,,,
2758,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,23,,0.73,10,0.056,0.14,0,,,,1.43,4.07,4.07,4.07,4.07,,,,,,
2759,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,23,,0.77,10,0.048,0.17,0,,,,1.63,5.45,5.45,5.45,5.45,,,,,,
2760,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,23,,0.86,10,0.055,0.142,0,,,,1.43,4.14,4.14,4.14,4.14,,,,,,
2765,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-3,15,,0.76,15,1.41,0.077,0,,,Positive,3.05,2.16,2.16,,,,,,,,
2773,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,8,30,,0.44,5,44.9,0.073,0,,,Positive,0.59,,2.08,2.08,,2.08,8,30,,,
2774,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,8,30,,0.64,5,80.9,0.072,0,,,Positive,1.05,,2.05,2.05,,2.05,8,30,,,
