Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes
3395,2010-03-30,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,CN-MEF-CUT,2005,1,45.333,127.5667,340,None,,,8,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,,2,,,30,1,,768,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,2010-03-30,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,CN-MEF-CUT,2006,1,45.333,127.5667,340,None,,,9,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,,2,,,30,1,,548,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,2010-03-30,5247,Yan,,,BBL,China,Guangdong,Dinghushan-MPF,CN-DHS-MPF,2003.5,1,23.15,112.54,250,None,,,55,Pinus massoniana,Subtropical,Forest,Natural,Evergreen,Aggrading,Lateritic red soils,Dry,,,,,,20.9,1956,,,,Gas chromatography,,5,1962.5,,90,1,,592,,,166,,,,,,,,,,,,,,,,,,,,,299.2,,,,4.3,,,,,,,529,,,
3398,2010-03-30,5247,Yan,,,BBL,China,Guangdong,Dinghushan-MF,CN-DHS-MF,2003.5,1,23.15,112.54,260,None,,,110,Pinus massoniana; Schima superba; Castanopsis chinensis,Subtropical,Forest,Natural,Evergreen,Mature,Lateritic red soils,Dry,,,,,,20.9,1956,,,,Gas chromatography,,5,1962.5,,90,1,,1024,,,462,,,,,,,,,,,,,,,,,,,,,350.6,,,,6.5,,,,,,,343,,,
3399,2010-03-30,5247,Yan,,,BBL,China,Guangdong,Dinghushan-MEBF,CN-DHS-MEBF,2003.5,1,23.15,112.54,260,None,,,400,Castanopsis chinensis; Schima superba,Subtropical,Forest,Natural,Evergreen,Mature,Lateritic red soils,Dry,,,,,,20.9,1956,,,,Gas chromatography,,5,1962.5,,90,1,,1163,,,312,,,,,,,,,,,,,,,,,,,,,446.6,,,,7.8,,,,,,,288,,,
3400,2010-03-30,5273,Zimmerman,,Q15,BBL,Peru,,,PE-PEA,2007.5,1,-13.19111111,-71.59,3030,None,,,,Clusiaceae; Cunoniaceae; Myrsinaceae; Rosaceae; Clethraceae,Tropical,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,,78.5,,14,0.83,,1813,418,,722.9290188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,27163,75,
3401,2010-03-31,5272,Zhu,,,BBL,China,Liaoning,Qingyuan Forest Experimental Station,CN-QFE-QUERCUS,2006,1,41.85,124.9,670,None,,,53,Quercus mongolica,Temperate,Forest,Unmanaged,Deciduous,Mature,,Dry,,,,,,4.65,775,,,,IRGA,8,5,81.67,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,141,,,,,,,,,,,,,,
3402,2010-03-31,5272,Zhu,,,BBL,China,Liaoning,Qingyuan Forest Experimental Station,CN-QFE-FRAXINUS,2006,1,41.85,124.9,680,None,,,55,Fraxinus rhynchophylla; Quercus mongolica; Populus davidiana,Temperate,Forest,Unmanaged,Deciduous,Mature,,Dry,,,,,,4.65,775,,,,IRGA,8,5,81.67,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,181.5,,,,,,,,,,,,,,
3403,2010-03-31,5272,Zhu,,,BBL,China,Liaoning,Qingyuan Forest Experimental Station,CN-QFE-JUGLANS,2006,1,41.85,124.9,680,None,,,58,Juglans mandshurica,Temperate,Forest,Unmanaged,Deciduous,Mature,,Dry,,,,,,4.65,775,,,,IRGA,8,5,81.67,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,125.5,,,,,,,,,,,,,,
3404,2010-04-01,5262,Zhang,,,BBL,China,,Haibei Station,CN-HAB-KP,,1,37.6,101.3,3250,None,,,,Kobresia pygmaea,Boreal,Grassland,Unmanaged,Deciduous,Mature,Clay loam (Mat Cry-gelic Cambisols),Wet,,,,,,-1.7,561,,,,IRGA,10,5,38.47,,,,,,,,,,,,,,,,5.103888889,,,,,798,724,74,,,,,,,,,,,,,177.9,277.8,,,,,,Rs and biomass averaged from Table 2--see spreadsheet; GPP and NEP from #5261
3405,2010-04-01,5262,Zhang,,,BBL,China,,Haibei Station,CN-HAB-KH,,1,37.6,101.3,3250,None,,,,Kobresia humilis,Boreal,Grassland,Unmanaged,Deciduous,Mature,Clay loam (Mat Cry-gelic Cambisols),Wet,,,,,,-1.7,561,,,,IRGA,10,5,38.47,,,,,,,,,,,,,,,,6.996,,,,,1064,900,164,,,,,,,,,,,,,256.3,577.7,,,,,,Rs and biomass averaged from Table 2--see spreadsheet; GPP and NEP from #5261
3406,2010-04-01,5262,Zhang,,,BBL,China,,Haibei Station,CN-HAB-KT,,1,37.6,101.3,3250,None,,,,Kobresia tibetica,Boreal,Grassland,Unmanaged,Deciduous,Mature,Clay loam (Mat Cry-gelic Cambisols),Wet,,,,,,-1.7,561,,,,IRGA,10,5,38.47,,,,,,,,,,,,,,,,8.2755,,,,,1158,1030,128,,,,,,,,,,,,,231.5,173.5,,,,,,Rs and biomass averaged from Table 2--see spreadsheet; GPP and NEP from #5261
3407,2010-04-02,5259,Zhang,,,BBL,China,,Kelamayi-HAL,CN-KLM-HAL,2005,1,45.41115,84.84148333,270,None,,,,Haloxylon ammodendron,Temperate,Desert,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,10,7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,2010-04-02,5259,Zhang,,,BBL,China,,Kelamayi-HAH,CN-KLM-HAH,2005,1,45.39953333,84.85456667,270,None,,,,Haloxylon ammodendron,Temperate,Desert,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,10,7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,2010-04-02,5259,Zhang,,,BBL,China,,Kelamayi-HCL,CN-KLM-HCL,2005,1,45.38331667,84.85841667,270,None,,,,Halostachys caspica,Temperate,Desert,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,10,7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,2010-04-02,5259,Zhang,,,BBL,China,,Kelamayi-HCH,CN-KLM-HCH,2005,1,45.38466667,84.85686667,270,None,,,,Halostachys caspica,Temperate,Desert,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,10,7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,2010-04-02,5259,Zhang,,,BBL,China,,Kelamayi-AAL,CN-KLM-AAL,2005,1,45.3979,84.8578,270,None,,,,Anabasis aphylla,Temperate,Desert,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,10,7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,2010-04-02,5259,Zhang,,,BBL,China,,Kelamayi-AAH,CN-KLM-AAH,2005,1,45.39748333,84.85718333,270,None,,,,Anabasis aphylla,Temperate,Desert,Unmanaged,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,10,7,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,2010-04-02,5240,Xiz,,,BBL,China,Inner Mongolia,,CN-INM-CK,2007,3,42.03333333,116.2833333,1324,None,,,,Stipa krylovii; Agropyron cristatum; Cleistogenes squarrosa; Artemisia frigia; Potentilla acaulis; Allium bidentatum,Temperate,Grassland,Unmanaged,Deciduous,Mature,Chestnut (Haplic calcisols),Dry,1.31,,,,,2.1,383,,,,IRGA,5,2.5,94.99,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,2010-04-02,5240,Xiz,,,BBL,China,Inner Mongolia,,CN-INM-DHEAT,2007,3,42.03333333,116.2833333,1324,Warmed,Day warming,,,Stipa krylovii; Agropyron cristatum; Cleistogenes squarrosa; Artemisia frigia; Potentilla acaulis; Allium bidentatum,Temperate,Grassland,Unmanaged,Deciduous,Mature,Chestnut (Haplic calcisols),Dry,1.31,,,,,2.1,383,,,,IRGA,5,2.5,94.99,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,2010-04-02,5240,Xiz,,,BBL,China,Inner Mongolia,,CN-INM-NHEAT,2007,3,42.03333333,116.2833333,1324,Warmed,Night warming,,,Stipa krylovii; Agropyron cristatum; Cleistogenes squarrosa; Artemisia frigia; Potentilla acaulis; Allium bidentatum,Temperate,Grassland,Unmanaged,Deciduous,Mature,Chestnut (Haplic calcisols),Dry,1.31,,,,,2.1,383,,,,IRGA,5,2.5,94.99,,,,,,,,,,,,,,,,1.80999,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Fox Hill Pond,US-RHI-FHP,2007,1,,,,None,,,,Spartina alterniflora,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.2,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,121.32,,,,,,,,,,,,,,,,,,,,
3417,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Rumstick Point,US-RHI-RUP,2007,1,,,,None,,,,Spartina alterniflora,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,1.07,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,446.04,,,,,,,,,,,,,,,,,,,,
3418,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Hundred Acre Cove,US-RHI-HAC,2007,1,,,,None,,,,Spartina alterniflora,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.9,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,714.36,,,,,,,,,,,,,,,,,,,,
3419,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Cole State Park Marsh,US-RHI-CSP,2007,1,,,,None,,,,Spartina alterniflora,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.25,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,146.88,,,,,,,,,,,,,,,,,,,,
3420,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Brush Neck Cove,US-RHI-BNC,2007,1,,,,None,,,,Spartina alterniflora,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Old Mill Creek,US-RHI-OMC,2007,1,,,,None,,,,Spartina alterniflora,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,1.09,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,
3422,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Watchemoket Cove,US-RHI-WMC,2007,1,,,,None,,,,Spartina alterniflora,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.28,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,149.52,,,,,,,,,,,,,,,,,,,,
3423,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Fox Hill Pond,US-RHI-FHP,2004,1,,,,None,,,,Spartina patens; Distichlis spicata; Juncus gerardii; Iva frutescens; Panicum virgatum; Phragmites australis,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.28,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,147.36,,,,,,,,,,,,,,,,,,,,
3424,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Rumstick Point,US-RHI-RUP,2004,1,,,,None,,,,Spartina patens; Distichlis spicata; Juncus gerardii; Iva frutescens; Panicum virgatum; Phragmites australis,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,1.14,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,576.72,,,,,,,,,,,,,,,,,,,,
3425,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Hundred Acre Cove,US-RHI-HAC,2004,1,,,,None,,,,Spartina patens; Distichlis spicata; Juncus gerardii; Iva frutescens; Panicum virgatum; Phragmites australis,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.92,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,1366.08,,,,,,,,,,,,,,,,,,,,
3426,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Cole State Park Marsh,US-RHI-CSP,2004,1,,,,None,,,,Spartina patens; Distichlis spicata; Juncus gerardii; Iva frutescens; Panicum virgatum; Phragmites australis,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.28,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,256.8,,,,,,,,,,,,,,,,,,,,
3427,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Brush Neck Cove,US-RHI-BNC,2004,1,,,,None,,,,Spartina patens; Distichlis spicata; Juncus gerardii; Iva frutescens; Panicum virgatum; Phragmites australis,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Old Mill Creek,US-RHI-OMC,2004,1,,,,None,,,,Spartina patens; Distichlis spicata; Juncus gerardii; Iva frutescens; Panicum virgatum; Phragmites australis,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.84,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,142.8,,,,,,,,,,,,,,,,,,,,
3429,2010-04-02,5228,Wigand,,,BBL,USA,Rhode Island,Watchemoket Cove,US-RHI-WMC,2004,1,,,,None,,,,Spartina patens; Distichlis spicata; Juncus gerardii; Iva frutescens; Panicum virgatum; Phragmites australis,Temperate,Wetland,Unmanaged,Deciduous,Mature,,Wet,0.54,,,,,,,,,,IRGA,6,5,176.63,,,,,,,,,,,,,,,,,,,,,,,195.12,,,,,,,,,,,,,,,,,,,,
3430,2010-04-02,5227,Wieser,,Q01,BBL,Spain,Canary Islands,La Victoria,ES-LAV,2007,1.25,28.292,-16.629,1650,None,,,50,Pinus canariensis,Mediterranean,Forest,Unmanaged,Evergreen,Mature,Andosol,Dry,,,65,32,3,12.6,695,,,,IRGA,,,,,30,1,,722.26,,,,,,,,,,,,,,,,,928,,,,,,,,,,,3.4,53.8,,,,,,,,,"Paper equation wrong; this one from Jinshi Jian, who digitzed figure and re-constructed"
3431,2010-04-05,5216,Wang,,Q16,BBL,China,,Qianyanzhou Ecological Station,CN-QES-CK,2004,1,26.74203,115.05783,92,None,,,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,,,,,17.9,1485,,,1376,Gas chromatography,50,3,2500,,3.5,1,,605,,79,162,,,,,,,,,,,,,,,,,,,,,265,,,,4.5,88.5382719,,,,,,,,,
3432,2010-04-05,5216,Wang,,Q16,BBL,China,,Qianyanzhou Ecological Station,CN-QES-CK,2005,1,26.74203,115.05783,92,None,,,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,,,,,17.9,1485,,,1469,Gas chromatography,50,3,2500,,3.5,1,,717,,23,258,,,,,,,,,,,,,,,,,,,,,444,,,,4.5,88.5382719,,,,,,,,,
3433,2010-04-05,5216,Wang,,Q16,BBL,China,,Qianyanzhou Ecological Station,CN-QES-CK,2006,1,26.74203,115.05783,92,None,,,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,,,,,17.9,1485,,,1471,Gas chromatography,50,3,2500,,3.5,1,,684,,,232,,,,,,,,,,,,,,,,,,,,,335,,,,4.5,88.5382719,,,,,,,,,
3434,2010-04-09,5184,Tufekcioglu,,Q16,BBL,Turkey,Artvin,Seyitler,TR-SEY-GRA,2005,1,41.18,41.82,530,None,,,,Bromus inermis; Agrostis tenuis; Phleum pratense; Poa pratensis; Festuca spp.,Temperate,Grassland,Unmanaged,Deciduous,Mature,,Dry,,,,,,12,700,,,,Alkali absorption,20,1,593.66,,30,0.92,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5,,,35,
3435,2010-04-09,5184,Tufekcioglu,,Q16,BBL,Turkey,Artvin,Seyitler,TR-SEY-APPLE,2005,1,41.18,41.82,530,None,,,,Malus domestica,Temperate,Forest,Managed,Deciduous,Mature,,Dry,,,,,,12,700,,,,Alkali absorption,20,1,593.66,,30,0.92,,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,35,
3436,2010-04-09,5184,Tufekcioglu,,Q16,BBL,Turkey,Artvin,Seyitler,TR-SEY-PLAT,2005,1,41.18,41.82,530,None,,,,Populus euroamericana,Temperate,Forest,Managed,Deciduous,Mature,,Dry,,,,,,12,700,,,,Alkali absorption,20,1,593.66,,30,0.92,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,35,
3437,2010-04-09,5178,Tian,,,BBL,China,Hunan,Huitong Ecosystem Research Station,CN-HER-CK,2006,1,26.83333333,109.75,335,None,,40,0,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Acrisol (clay loam red soil),Dry,,,,,,,1300,,,,IRGA,4.4,1.9,107.5,,30,1,,1060,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,2010-04-09,5178,Tian,,,BBL,China,Hunan,Huitong Ecosystem Research Station,CN-HER-2YR,2006,1,26.83333333,109.75,335,None,,40,2,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Acrisol (clay loam red soil),Dry,,,,,,,1300,,,,IRGA,4.4,1.9,107.5,,30,1,,1022,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,2010-04-09,5178,Tian,,,BBL,China,Hunan,Huitong Ecosystem Research Station,CN-HER-4YR,2006,1,26.83333333,109.75,335,None,,40,4,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Acrisol (clay loam red soil),Dry,,,,,,,1300,,,,IRGA,4.4,1.9,107.5,,30,1,,605,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,2010-04-09,5178,Tian,,,BBL,China,Hunan,Huitong Ecosystem Research Station,CN-HER-6YR,2006,1,26.83333333,109.75,335,None,,40,6,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Acrisol (clay loam red soil),Dry,,,,,,,1300,,,,IRGA,4.4,1.9,107.5,,30,1,,643,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,2010-04-09,5178,Tian,,,BBL,China,Hunan,Huitong Ecosystem Research Station,CN-HER-8YR,2006,1,26.83333333,109.75,335,None,,40,8,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Acrisol (clay loam red soil),Dry,,,,,,,1300,,,,IRGA,4.4,1.9,107.5,,30,1,,815,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,2010-04-12,5165,Tang,,,BBL,USA,Wisconsin,CB,US-CB-CCUT,2005,1,45.8709,-90.17537,540,Clearcut,,,1,,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,60,
3443,2010-04-12,5165,Tang,,,BBL,USA,Wisconsin,BS,US-BS-CCUT,2005,1,45.87017,-90.07699,540,Clearcut,,,1,,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,60,
3444,2010-04-12,5165,Tang,,,BBL,USA,Wisconsin,CR,US-CR-CCUT,2005,1,45.87421,-90.16995,540,Clearcut,,,1,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,60,
3445,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,RG,US-RG-CCUT,2005,1,45.89176,-90.11872,540,Clearcut,,,3,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,8500,60,Soil C estimated from Figure 4
3446,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,YA1,US-YA1,2005,1,45.83021,-90.07977,540,None,,,10,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,2.4,,,,,,,,7100,60,Soil C estimated from Figure 4
3447,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,YA2,US-YA2,2005,1,45.78203,-90.15335,540,None,,,10,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,1.5,,,,,,,,7100,60,Soil C estimated from Figure 4
3448,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,YA3,US-YA3,2005,1,45.79335,-90.1092,540,None,,,10,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,1.5,,,,,,,,7100,60,Soil C estimated from Figure 4
3449,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,YA4,US-YA4,2005,1,45.92729,-90.24637,540,None,,,10,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,1.8,,,,,,,,7100,60,Soil C estimated from Figure 4
3450,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,IA1,US-IA1,2005,1,45.94281,-90.27376,540,None,,,26,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,3.8,,,,,,,,9500,60,Soil C estimated from Figure 4
3451,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,IA2,US-IA2,2005,1,45.88991,-90.23641,540,None,,,26,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,2.2,,,,,,,,9500,60,Soil C estimated from Figure 4
3452,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,IA3,US-IA3,2005,1,45.78197,-90.14531,540,None,,,26,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,3.6,,,,,,,,9500,60,Soil C estimated from Figure 4
3453,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,IA4,US-IA4,2005,1,45.93764,-90.23845,540,None,,,26,Populus tremuloides,Temperate,Forest,Managed,Deciduous,Aggrading,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,2.5,,,,,,,,9500,60,Soil C estimated from Figure 4
3454,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,MH1,US-MH1,2005,1,45.81753,-90.08473,540,None,,,73,Acer saccharum,Temperate,Forest,Unmanaged,Deciduous,Mature,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,4.7,,,,,,,,9600,60,Soil C estimated from Figure 4
3455,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,MH2,US-MH2,2005,1,45.79547,-90.15481,540,None,,,73,Acer saccharum,Temperate,Forest,Unmanaged,Deciduous,Mature,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,5.3,,,,,,,,9600,60,Soil C estimated from Figure 4
3456,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,MH3,US-MH3,2005,1,45.76018,-90.12313,540,None,,,73,Acer saccharum,Temperate,Forest,Unmanaged,Deciduous,Mature,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,5.6,,,,,,,,9600,60,Soil C estimated from Figure 4
3457,2010-04-12,5165,Tang,,Q01,BBL,USA,Wisconsin,MH4,US-MH4,2005,1,45.77812,-90.10093,540,None,,,73,Acer saccharum,Temperate,Forest,Unmanaged,Deciduous,Mature,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,,5.6,,,,,,,,9600,60,Soil C estimated from Figure 4
3458,2010-04-12,5165,Tang,,Q01,BBL,USA,Michigan,OG,US-OG,2005,1,46.24202,-89.34765,540,None,,,350,Acer saccharum,Temperate,Forest,Natural,Deciduous,Mature,Spodosols (sandy loam),Dry,,,,,,3.9,896,,,,IRGA,4.4,,94.99,,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,4.1,,,,,,,,10500,60,Soil C estimated from Figure 4
